months_as_customer,age,policy_state,policy_csl,policy_deductible,policy_annual_premium,education_level,occupation,incident_type,collision_type,incident_severity,authorities_contacted,auto_make,auto_year,total_claim_amount,vehicle_age,claim_ratio,fraud_reported
145,48,IL,100/300,1000,624,College,exec-managerial,Single Vehicle Collision,Side Collision,Major Damage,Fire,Toyota,2015,115836,9,185.6346153846154,1
277,21,IL,250/500,1000,1237,College,exec-managerial,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,Honda,2007,51138,17,41.34033953112369,1
207,63,OH,100/300,2000,872,Masters,sales,Vehicle Theft,Side Collision,Minor Damage,Police,Ford,2003,139955,21,160.49885321100916,1
451,32,IL,250/500,500,2214,Masters,sales,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,Honda,1997,48310,27,21.82023486901536,0
412,27,IN,100/300,2000,1405,High School,exec-managerial,Single Vehicle Collision,Front Collision,Minor Damage,None,Toyota,2010,83911,14,59.723131672597866,1
149,64,IL,100/300,2000,520,Masters,sales,Single Vehicle Collision,Rear Collision,Minor Damage,Police,Honda,2008,107885,16,207.47115384615384,0
331,20,IN,250/500,1000,505,Masters,tech-support,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,Honda,2017,193249,7,382.6712871287129,1
30,31,OH,500/1000,500,1045,High School,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Police,Toyota,2010,35579,14,34.04688995215311,1
207,22,IL,500/1000,500,1253,High School,tech-support,Vehicle Theft,Side Collision,Major Damage,None,Ford,2004,135757,20,108.34557063048683,1
51,65,IL,250/500,2000,2100,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,Toyota,2005,182877,19,87.08428571428571,1
334,36,IL,100/300,500,2793,College,exec-managerial,Vehicle Theft,Rear Collision,Major Damage,Fire,Ford,2003,129633,21,46.41353383458647,1
304,21,OH,100/300,1000,2594,High School,exec-managerial,Single Vehicle Collision,Rear Collision,Total Loss,Fire,Toyota,1999,54533,25,21.022744795682343,0
581,48,IN,500/1000,500,1872,Masters,sales,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,Toyota,2017,25940,7,13.856837606837606,0
149,67,IN,500/1000,2000,1712,College,sales,Multi-vehicle Collision,Side Collision,Major Damage,None,Ford,2020,99706,4,58.23948598130841,1
177,18,IL,100/300,2000,2848,Masters,exec-managerial,Vehicle Theft,Front Collision,Total Loss,None,Ford,2016,133689,8,46.94136235955056,1
574,22,OH,500/1000,2000,752,College,exec-managerial,Single Vehicle Collision,Front Collision,Total Loss,Fire,Honda,2000,166541,24,221.46409574468086,1
245,34,IL,500/1000,2000,2705,High School,tech-support,Single Vehicle Collision,Side Collision,Minor Damage,None,Toyota,2013,118255,11,43.71719038817005,1
36,72,IL,100/300,1000,2136,College,sales,Vehicle Theft,Side Collision,Minor Damage,Fire,Ford,2010,185566,14,86.87546816479401,1
291,32,IL,500/1000,1000,2789,College,sales,Vehicle Theft,Rear Collision,Major Damage,Police,Honda,2020,81294,4,29.148081749731087,1
564,39,IL,250/500,500,2760,College,tech-support,Vehicle Theft,Rear Collision,Total Loss,Police,Ford,2003,3928,21,1.4231884057971014,0
514,21,IN,250/500,1000,1766,College,tech-support,Multi-vehicle Collision,Front Collision,Total Loss,Fire,Toyota,2017,27015,7,15.297281993204983,1
106,44,OH,250/500,2000,2660,Masters,exec-managerial,Single Vehicle Collision,Side Collision,Minor Damage,None,Honda,2011,138457,13,52.05150375939849,0
361,58,IN,250/500,2000,1450,Masters,exec-managerial,Single Vehicle Collision,Rear Collision,Major Damage,Fire,Honda,1997,118632,27,81.8151724137931,0
317,50,OH,250/500,1000,2453,Masters,sales,Vehicle Theft,Side Collision,Total Loss,None,Honda,2004,111951,20,45.638401956787604,1
75,37,IL,100/300,2000,1553,High School,tech-support,Single Vehicle Collision,Rear Collision,Minor Damage,Police,Honda,2011,187115,13,120.48615582743078,1
456,77,IL,500/1000,2000,1426,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,Honda,1998,142294,26,99.78541374474054,1
38,50,IN,100/300,500,740,College,sales,Multi-vehicle Collision,Rear Collision,Major Damage,Police,Honda,2022,191091,2,258.2310810810811,1
285,29,IN,250/500,1000,2820,College,sales,Multi-vehicle Collision,Side Collision,Major Damage,Police,Toyota,2018,131364,6,46.58297872340425,0
287,19,IL,100/300,1000,594,High School,tech-support,Multi-vehicle Collision,Rear Collision,Total Loss,None,Ford,2009,194366,15,327.2154882154882,1
121,56,IN,100/300,1000,2446,Masters,tech-support,Multi-vehicle Collision,Front Collision,Total Loss,Fire,Toyota,2001,2320,23,0.9484873262469338,0
230,41,IN,100/300,500,900,High School,exec-managerial,Vehicle Theft,Front Collision,Total Loss,Ambulance,Honda,2006,151868,18,168.7422222222222,1
571,69,IN,250/500,500,1130,High School,tech-support,Vehicle Theft,Front Collision,Minor Damage,Fire,Toyota,2017,10840,7,9.5929203539823,0
319,51,IN,100/300,2000,1557,Masters,exec-managerial,Single Vehicle Collision,Rear Collision,Total Loss,Police,Ford,2019,73439,5,47.1669877970456,0
32,40,IL,100/300,500,1755,College,sales,Multi-vehicle Collision,Front Collision,Total Loss,Police,Ford,2022,184999,2,105.4125356125356,1
250,48,OH,100/300,2000,2880,Masters,sales,Multi-vehicle Collision,Side Collision,Major Damage,None,Ford,2022,108772,2,37.768055555555556,1
372,73,OH,100/300,2000,655,College,tech-support,Single Vehicle Collision,Side Collision,Total Loss,Fire,Toyota,2005,125983,19,192.3404580152672,1
308,44,IN,250/500,500,1296,College,tech-support,Single Vehicle Collision,Side Collision,Minor Damage,Fire,Toyota,2010,116370,14,89.79166666666667,0
307,50,IN,250/500,1000,2056,High School,tech-support,Vehicle Theft,Side Collision,Total Loss,Fire,Honda,2020,28821,4,14.017996108949417,0
279,60,IL,250/500,1000,1424,College,exec-managerial,Vehicle Theft,Side Collision,Minor Damage,Ambulance,Toyota,2011,135137,13,94.89957865168539,1
496,48,IN,250/500,500,1221,College,sales,Vehicle Theft,Side Collision,Minor Damage,Police,Honda,2014,69165,10,56.646191646191646,1
490,21,IN,500/1000,2000,1804,Masters,sales,Multi-vehicle Collision,Side Collision,Minor Damage,None,Honda,2019,144492,5,80.09534368070953,1
369,56,IL,500/1000,500,2791,College,exec-managerial,Single Vehicle Collision,Side Collision,Minor Damage,Fire,Ford,2015,152623,9,54.6839842350412,1
105,36,OH,250/500,2000,798,High School,sales,Vehicle Theft,Front Collision,Total Loss,Ambulance,Ford,2015,141973,9,177.9110275689223,1
248,36,IL,500/1000,1000,2326,College,tech-support,Single Vehicle Collision,Rear Collision,Major Damage,None,Honda,2008,178058,16,76.55116079105761,1
351,22,IL,250/500,2000,1153,Masters,tech-support,Vehicle Theft,Front Collision,Minor Damage,Police,Honda,2002,44888,22,38.93148308759757,0
587,35,IN,100/300,1000,825,Masters,tech-support,Vehicle Theft,Front Collision,Total Loss,Ambulance,Honda,2021,185588,3,224.95515151515153,1
243,39,IL,500/1000,1000,1672,Masters,sales,Multi-vehicle Collision,Front Collision,Major Damage,Police,Ford,2016,67775,8,40.53528708133971,1
415,40,OH,500/1000,500,2967,Masters,sales,Vehicle Theft,Rear Collision,Minor Damage,Fire,Ford,2012,136455,12,45.99089989888777,1
528,35,IN,500/1000,2000,1524,College,tech-support,Single Vehicle Collision,Front Collision,Major Damage,None,Toyota,2020,100152,4,65.71653543307086,0
184,60,IN,250/500,2000,1626,Masters,sales,Single Vehicle Collision,Rear Collision,Total Loss,Police,Honda,2013,150741,11,92.70664206642067,0
501,67,OH,500/1000,500,1789,Masters,tech-support,Single Vehicle Collision,Side Collision,Total Loss,Police,Ford,2020,154512,4,86.36780324203465,1
563,53,OH,500/1000,2000,2305,High School,tech-support,Single Vehicle Collision,Side Collision,Minor Damage,Police,Toyota,2010,121497,14,52.71019522776572,1
187,34,IL,250/500,500,1461,College,sales,Vehicle Theft,Front Collision,Major Damage,None,Toyota,2023,166882,1,114.22450376454483,1
25,26,IL,250/500,1000,1283,High School,sales,Single Vehicle Collision,Side Collision,Total Loss,Police,Ford,2013,25022,11,19.50272798129384,1
113,24,IN,250/500,2000,2122,Masters,sales,Multi-vehicle Collision,Front Collision,Major Damage,None,Ford,1995,59465,29,28.023091423185672,1
156,31,IN,500/1000,500,1216,High School,tech-support,Vehicle Theft,Rear Collision,Major Damage,Police,Toyota,1999,19371,25,15.930098684210526,0
476,20,IN,250/500,500,1458,High School,tech-support,Vehicle Theft,Side Collision,Total Loss,Fire,Toyota,2000,115186,24,79.00274348422496,1
181,38,OH,250/500,500,759,High School,sales,Single Vehicle Collision,Front Collision,Minor Damage,Fire,Ford,2021,88995,3,117.25296442687747,1
257,57,OH,100/300,1000,2562,College,exec-managerial,Vehicle Theft,Front Collision,Minor Damage,None,Toyota,1995,136008,29,53.086651053864166,1
310,64,IN,250/500,500,2487,High School,exec-managerial,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,Ford,2002,66382,22,26.691596300763972,1
274,77,IL,500/1000,500,2910,High School,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,None,Ford,2002,27862,22,9.574570446735395,1
176,70,IN,250/500,2000,2865,High School,tech-support,Single Vehicle Collision,Front Collision,Minor Damage,None,Toyota,2014,78755,10,27.48865619546248,1
329,62,OH,100/300,1000,570,Masters,exec-managerial,Single Vehicle Collision,Side Collision,Total Loss,Fire,Honda,2020,53092,4,93.1438596491228,1
350,57,IL,250/500,500,759,College,exec-managerial,Single Vehicle Collision,Side Collision,Total Loss,Police,Ford,2014,140333,10,184.8919631093544,0
255,61,IL,250/500,500,2971,High School,tech-support,Vehicle Theft,Front Collision,Major Damage,Ambulance,Ford,2017,187964,7,63.266240323123526,1
455,63,IL,250/500,2000,1226,College,sales,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,Honda,2004,78661,20,64.16068515497552,1
46,35,OH,100/300,1000,2137,Masters,exec-managerial,Single Vehicle Collision,Side Collision,Total Loss,None,Ford,1997,184429,27,86.30276087973795,0
479,65,IL,100/300,1000,2215,Masters,sales,Single Vehicle Collision,Rear Collision,Total Loss,Fire,Honda,2018,196672,6,88.79097065462754,1
544,30,OH,500/1000,2000,1808,College,tech-support,Multi-vehicle Collision,Rear Collision,Total Loss,Police,Toyota,2020,152527,4,84.36227876106194,1
